Name,Rarity,Cost,Slot,Quest,Effect,Include,Notes
Malign Prayerbook,Common,1000,Left,N,Pay 1B to have an opponent exile 2 cards from their hand at sorcery speed Slot: Left [+Life] -4 Battlefield:Vessel of Malignity|SOI,Y,
Tome of Triumph,Uncommon,1000,Left,N,"Creature gets +X/+0 and trample =lore for 3 turns, then fight Slot: Left Battlefield:The Triumph of Anax|THB",Y,
Mishra's Bauble,Uncommon,1000,Left,N,"Peek at deck, slow draw for free Slot: Left [+Life] +2 Battlefield:Mishra's Bauble|CSP",Y,
Furnace Skullbomb,Common,1000,Left,N,Pay 1 for a card or 1R for 2 oil and draw Slot: Left Battlefield:Furnace Skullbomb|ONE Gives Opponent: [+Life] -4,Y,
Map to the World Tree,Uncommon,1000,Left,N,"Pay 2WUBRG to gain 2, draw 2, deal 2, burn a creature 2, and make a 2/2 bear Slot: Left [+Life] +2 Battlefield:Path to the World Tree|KHM",Y,
Thaumaton Torpedo,Common,1000,Left,N,"Pay 6 to destroy a nonland, or pay 3 if you attacked with a spacecraft Slot: Left Battlefield:Thaumaton Torpedo|EOE",Y,
Scroll of Griselbrand,Common,1000,Left,N,"Pay 1 for a discard, also deal 3 if you have a demon Slot: Left Battlefield:Scroll of Griselbrand|AVR",Y,
Keys to the House,Uncommon,1000,Left,N,Pay 1 for a basic to hand or 3 to lock or unlock a room Slot: Left Battlefield:Keys to the House|DSK,Y,
Scroll of Avacyn,Common,1000,Left,N,"Pay 1 for a draw, also gain 5 if you have an angel Slot: Left Battlefield:Scroll of Avacyn|AVR",Y,
Necrogen Gauntlet,Common,1000,Left,N,Pay 1 for a card or B for a discard Slot: Left Battlefield:Necrogen Spellbomb|MRD,Y,
Aether Gauntlet,Common,1000,Left,N,Pay 1 for a card or U to bounce Slot: Left Battlefield:Aether Spellbomb|MRD,Y,
Poisoner's Glove,Uncommon,1000,Left,N,Pay 1 for deathtouch Slot: Left Battlefield:Vial of Poison|M14 Gives Opponent: [+Life] -2,Y,
Chimeric Coils,Uncommon,1000,Left,N,Pay 1X for an X/X once Slot: Left [+Life] +3 Battlefield:Chimeric Coils|5DN,Y,
Triangle of War,Rare,1000,Left,N,Pay 2 to fight Slot: Left Battlefield:Triangle of War|VIS,Y,
Lotus Petal,Common,5000,Left,N,One mana of any color once Slot: Left [+Life] -3 Battlefield:Lotus Petal|TMP,Y,
Black Lotus,Rare,1000,Left,N,Three mana of any color once Slot: Left [+Life] -7 Battlefield:Black Lotus|LEA Starting hand: -1,Y,
Pyrite Gauntlet,Common,1000,Left,N,Pay 1 for a card or R for 2 damage Slot: Left Battlefield:Pyrite Spellbomb|MRD,Y,
Temur Gauntlet,Uncommon,1000,Left,N,3GUR for a 5/5 elephant Slot: Left [+Life] +3 Battlefield:Temur Monument|TDM,Y,
Chromatic Sphere,Common,5000,Left,N,Filter mana and draw Slot: Left Battlefield:Chromatic Sphere|MRD,Y,
Tome of the Builder,Uncommon,1000,Left,N,Tutor a plains / 0/4 artifact wall / gain 2 life Slot: Left [+Life] -6 Battlefield:The Birth of Meletis|THB,Y,
Amnesiac Prayerbook,Common,1000,Left,N,Pay U to mill three and draw Slot: Left Battlefield:Vessel of Paramnesia|SOI,Y,
Kaleidostone,Common,1000,Left,N,Filter 5 into WUBRG Slot: Left [+Life] +5 Battlefield:Kaleidostone|CON,Y,
Sunbeam Gauntlet,Common,1000,Left,N,Pay 1 for a card or W for 5 life Slot: Left [+Life] +2 Battlefield:Sunbeam Spellbomb|MRD,Y,
Tome of the Executioner,Common,5000,Left,N,Pay 1B and sacrifice to destroy a nonblack creature Slot: Left Battlefield:Executioner's Capsule|ALA,Y,
Sultai Gauntlet,Uncommon,1000,Left,N,2BUG for two 2/2 zombies Slot: Left [+Life] +3 Battlefield:Sultai Monument|TDM,Y,
Maze Skullbomb,Common,1000,Left,N,Pay 1 for a card or 2G for +3/+3 and trample and a card Slot: Left [+Life] +3 Battlefield:Maze Skullbomb|ONE,Y,
Prayerbook of Vigor,Common,1000,Left,N,Pay 2W to gain 7 life Slot: Left [+Life] +3 Battlefield:Font of Vigor|JOU,Y,
Mardu Gauntlet,Uncommon,1000,Left,N,2RWB for three 1/1s with menace and haste that die at EOT Slot: Left [+Life] +3 Battlefield:Mardu Monument|TDM,Y,
Jeskai Gauntlet,Uncommon,1000,Left,N,1WUR for two 1/1 birds Slot: Left [+Life] +3 Battlefield:Jeskai Monument|TDM,Y,
Surgical Skullbomb,Common,1000,Left,N,Pay 1 for a card or 2U to bounce and draw Slot: Left [+Life] +3 Battlefield:Surgical Skullbomb|ONE,Y,
Triassic Egg,Rare,1000,Left,N,"Pay 3 for a counter. After 2, cheat in or revive a creature Slot: Left Battlefield:Triassic Egg|LEG",Y,
Sinister Concoction,Uncommon,1000,Left,N,"Pay B, 1 life, mill one, discard one, sac: destroy a creature Slot: Left Battlefield:Sinister Concoction|SOI",Y,
Tempting Apple,Uncommon,1000,Left,N,Pay 2 and sac for 3 life or 3 life loss to opp Slot: Left [+Life] +3 Battlefield:Eriette's Tempting Apple|WOE,Y,
Tome of Removal,Common,5000,Left,N,Bounce a creature Slot: Left [+Life] -4 Battlefield:Seal of Removal|NEM,Y,
Nascent Prayerbook,Common,1000,Left,N,"Pay 1G to look at the top four, take a permanent, mill the rest Slot: Left Battlefield:Vessel of Nascency|SOI",Y,
Little Black Book,Uncommon,1000,Left,N,Pay 2 five times to destroy two creatures Slot: Left Battlefield:Deadly Designs|CN2 Gives Opponent: [+Life] -2,Y,
Prayerbook of Return,Common,1000,Left,N,Pay 3B to return 3 dead creatures to hand Slot: Left Battlefield:Font of Return|JOU,Y,
Soul-Guide Gauntlet,Uncommon,1000,Left,N,Sac to exile a graveyard or 1 and sac to draw Slot: Left [+Life] +3 Battlefield:Soul-Guide Lantern|THB,Y,
Tome of Dispelling,Common,5000,Left,N,Pay 2W and sac to destroy an artifact or enchantment Slot: Left Battlefield:Dispeller's Capsule|ALA,Y,
Prayerbook of Ire,Common,1000,Left,N,3R for 5 damage to a player Slot: Left Battlefield:Font of Ire|JOU Gives Opponent: [+Life] -3,Y,
Lifespark Gauntlet,Common,1000,Left,N,Pay 1 for a card or G to make a land a 3/3 Slot: Left [+Life] +2 Battlefield:Lifespark Spellbomb|MRD,Y,
Tome of Binding,Uncommon,1000,Left,N,"Each player mills 3 / Exile 2 from graves, gain 1 per creature / return a creature or land Slot: Left [+Life] -6 Battlefield:The Binding of the Titans|THB",Y,
Volatile Prayerbook,Common,1000,Left,N,Pay 1R for RRRR Slot: Left [+Life] -4 Battlefield:Vessel of Volatility|SOI,Y,
Amulet of Compleation,Uncommon,1000,Neck,N,Your phyrexians get +1/+1 Slot: Neck Battlefield:Sculpted Perfection,Y,
Prayerbook of Fortunes,Common,1000,Left,N,1U to draw 2 Slot: Left [+Life] -4 Battlefield:Font of Fortunes|JOU,Y,
Wedding Invitation,Common,1000,Left,N,"Sac for one time unblockable, lifelink if a vampire Slot: Left [+Life] +2 Battlefield:Wedding Invitation|VOW",Y,
Dross Skullbomb,Common,1000,Left,N,Pay 1 for a card or 2B to return a creature and draw Slot: Left [+Life] +3 Battlefield:Dross Skullbomb|ONE,Y,
Mephitic Draught,Common,1000,Left,N,"When this dies, draw 1 and lose 1 Slot: Left Battlefield:Mephitic Draught|LCI",Y,
Tome of Might,Common,5000,Left,N,Give +3/+3 until EOT Slot: Left Battlefield:Seal of Strength|NEM,Y,
Ephemeral Prayerbook,Common,1000,Left,N,Pay 2W for two 1/1 fliers Slot: Left Battlefield:Vessel of Ephemera|SOI,Y,
Prayerbook of Fertility,Common,1000,Left,N,Pay 1G for a tapped basic to play Slot: Left Battlefield:Font of Fertility|JOU,Y,
Ooze Amulet,Rare,1000,Neck,N,"1G: Remove X +1/+1 counters, make an X/X ooze Slot: Neck [+Life] +2 Battlefield:Ooze Flux|GTC",Y,
Ajani's Amulet,Common,1000,Neck,N,Gain 1 life at each of your upkeeps Slot: Neck Battlefield:Ajani's Mantra,Y,
Pack Leader Pants,Rare,1000,Boots,N,"2/2 dog, Other dogs get +1/+1 and attack safely Slot: Boots Battlefield:Pack Leader",Y,
Team Pennant,Uncommon,1000,Right,N,"Equip 3 or Equip token 1. +1/+1, vigilance, and trample. Slot: Right Battlefield:Team Pennant",Y,
Referee's Shoes,Common,1000,Boots,N,"2/1, gets a +1/+1 counter when you cast a multicolored spell. Slot: Boots [+Life] -2 Battlefield:Mage Tower Referee",Y,
Girlfriend's Skirt,Rare,1000,Boots,N,"2/2 lesbians w/ first strike. When opp. has more cards, prepare a date. Slot: Boots [+Life] -2 Battlefield:Joined Researchers",Y,
Leech Breeches,Uncommon,1000,Boots,N,"2/2. When you gain life 1st time, prepare: B: Opp loses 2 life. Slot: Boots Battlefield:Leech Collector",Y,
Chaos Wand,Rare,1000,Right,N,"4, T: Cast a random instant/sorcery from opp's deck. Slot: Right Battlefield:Chaos Wand",Y,
Bear Helm,Rare,1000,Neck,N,"1G, exile 2 cards from your yard: Create a 2/2 bear. The bear is gay. Slot: Neck [+Life] -4 Battlefield:Bearscape|SLD|[1008]",Y,
Alesha's War Skirt,Rare,1000,Boots,N,"3/2 transfem legend w/ first strike. On atk, pay B/W B/W to revive 2< power attacking. Slot: Boots [+Life] -3 Battlefield:Alesha, Who Smiles at Death Starting hand: -1",Y,
Acolyte's Anklet,Rare,1000,Boots,N,"2/2 trans guy, pay 2 and discard to specialize into a variety of forms. Slot: Boots Battlefield:Klement, Novice Acolyte",Y,
Mask of Compulsion,Uncommon,2000,Neck,N,1U and discard to draw or 1U and sac to draw Slot: Neck [+Life] -6 Battlefield:Compulsion|TOR,Y,
Breaching Stormcrown,Uncommon,1000,Neck,N,"Bounce on dragon, 4R to discover 8 Slot: Neck [+Life] +6 Battlefield:Breaching Dragonstorm|TDM",Y,
Mask of Narcissism,Uncommon,2000,Neck,N,G and discard for +2/+2 or G and sac for +2/+2 Slot: Neck Battlefield:Narcissism|TOR,Y,
Acorn Amulet,Uncommon,1000,Neck,N,"Your commander has: at your EOT, if a creature went to grave, make two tapped squirrels Slot: Neck Battlefield:Cloakwood Hermit",Y,
Amulet of Aeons Torn,Uncommon,1000,Neck,N,Draw two when you cast a 7+ MV colorless creature Slot: Neck [+Life] -4 Battlefield:Emrakul's Influence|EMN,Y,
Mask of Valgavoth,Rare,1000,Neck,N,You can cast off top of library by sacing a nonland Slot: Neck Battlefield:Into the Pit,Y,
Roiling Stormcrown,Uncommon,1000,Neck,N,"Bounce on dragon, 1U to draw two discard one Slot: Neck [+Life] +4 Battlefield:Roiling Dragonstorm|TDM",Y,
Amulet of Awakening,Rare,1000,Neck,N,Make a 0/1 spawn every turn Slot: Neck [+Life] -6 Battlefield:Awakening Zone|ROE,Y,
Amulet of Telepathy,Uncommon,1000,Neck,N,Look at your opponent's hand Slot: Neck Battlefield:Telepathy|USG,Y,
Pinnacle Circlet,Rare,1000,Neck,N,Pay 100 mana to win the game Slot: Neck [+Life] +3 Battlefield:Helix Pinnacle|EVE,Y,
Fblthp's Lost Hat,Mythic,1000,Neck,N,Gain future sight if you find Fblthp. Slot: Neck Battlefield:Case of the Lost Witness,Y,
Bonder's Helm,Uncommon,1000,Neck,N,Pay 2 and sac a creature to shock for 2 Slot: Neck [+Life] +2 Battlefield:Weaponize the Monsters|IKO,Y,
Amulet of Annihilation,Uncommon,1000,Neck,N,"Eldrazi tap for any color, gain 4 on 7+ MV creature cast Slot: Neck [+Life] +4 Battlefield:Path of Annihilation|MH3",Y,
Artist's Beret,Rare,1000,Neck,N,"Rummage on noncreature, 2R for noncreature cost -2, 2R for +2 noncombat damage Slot: Neck Battlefield:Artist's Talent|BLB Starting hand: -1",Y,
Corroding Stormcrown,Uncommon,1000,Neck,N,"Bounce on dragon, 1B to drain 2 and suveil 2 Slot: Neck [+Life] +4 Battlefield:Corroding Dragonstorm|TDM",Y,
Arguel's Amulet,Rare,1000,Neck,N,"Pay 1B and 2 life to draw, flip at 5< life into strong land Slot: Neck [+Life] -5 Battlefield:Arguel's Blood Fast|XLN",Y,
Amulet of Fury,Rare,4000,Neck,N,Pay 3R for random burn Slot: Neck Battlefield:Planeswalker's Fury|PLS Gives Opponent: [+Life] -4,Y,
Mask of Mortiphobia,Uncommon,2000,Neck,N,1B and discard to exile a grave card or 1B and sac to exile a grave card Slot: Neck [+Life] +4 Battlefield:Mortiphobia|TOR,Y,
Mask of Pyromania,Uncommon,2000,Neck,N,1R and random discard to ping 1 or 1R and sac to ping 1. Also lowers opp life. Slot: Neck [+Life] +4 Battlefield:Pyromania|TOR,Y,
Mask of Hypochondria,Uncommon,2000,Neck,N,W and discard to prevent 3 damage or W and sac to prevent 3 damage Slot: Neck [+Life] +3 Battlefield:Hypochondria|TOR,Y,
Teeming Stormcrown,Uncommon,1000,Neck,N,"Bounce on dragon, 3W for two 2/2 soldiers Slot: Neck [+Life] +6 Battlefield:Teeming Dragonstorm|TDM",Y,
Skywise Talisman,Uncommon,1000,Neck,N,Pay 1U when you play a noncreature for a 2/2 flying djinn Slot: Neck [+Life] -6 Battlefield:Skywise Teachings|DTK,Y,
Amulet of Mirth,Rare,4000,Neck,N,Pay 3W for random lifegain Slot: Neck [+Life] +6 Battlefield:Planeswalker's Mirth|PLS,Y,
Worn Coin,Rare,1000,Neck,N,"Whenever blocks happen, flip. Win=blockers die, lose=attackers die Slot: Neck Battlefield:Tide of War",Y,
Amulet of Mischief,Rare,4000,Neck,N,Pay 3U for random spell steal Slot: Neck [+Life] +4 Battlefield:Planeswalker's Mischief|PLS,Y,
Amulet of Scorn,Rare,4000,Neck,N,Pay 3B for random debuff Slot: Neck [+Life] +4 Battlefield:Planeswalker's Scorn|PLS,Y,
Crown of Winter,Uncommon,1000,Neck,N,Put a +1/+1 counter when you tap an opp's untapped creature Slot: Neck [+Life] +3 Battlefield:Solitary Sanctuary|WOE,Y,
Scavenger's Bandana,Rare,1000,Neck,N,"Food on death 1/turn, 1B for mill 2 on sac, 2B to sac 3 for revive with finality Slot: Neck [+Life] -6 Battlefield:Scavenger's Talent|BLB",Y,
Caretaker's Cap,Rare,1000,Neck,N,"Draw on first token; W for populate, 3W for +2/+2 to tokens Slot: Neck Battlefield:Caretaker's Talent|BLB Starting hand: -2",Y,
Encroaching Stormcrown,Uncommon,1000,Neck,N,"Bounce on dragon, 3G to ramp two basics out tapped Slot: Neck [+Life] +6 Battlefield:Encroaching Dragonstorm|TDM",Y,
Amulet of Favor,Rare,4000,Neck,N,Pay 3G for random buff Slot: Neck [+Life] +4 Battlefield:Planeswalker's Favor|PLS,Y,
Ominous Amulet,Uncommon,1000,Neck,N,"Every 8 card draws, make an 8/8 kraken Slot: Neck [+Life] -4 Battlefield:Ominous Seas",Y,
Silverskin Gauntlet,Uncommon,1000,Right,N,"Equip 2, +1/+1 and become an artifact Slot: Right [+Life] +4 Battlefield:Silverskin Armor|MBS",Y,
Bladed Bracer,Common,1000,Right,N,"Equip 2, +1/+1, vigilance if a human or angel Slot: Right [+Life] +3 Battlefield:Bladed Bracers|AVR",Y,
Echo Shield,Common,500,Right,N,"Equip 1, equipped can block an extra creature Slot: Right [+Life] +3 Battlefield:Echo Circlet|SOM",Y,
Sorcerer's Wand,Uncommon,1000,Right,N,"Equip 3, ping a player for 1 or 2 if a wizard Slot: Right Battlefield:Sorcerer's Wand|DOM",Y,
Celestial Sword,Rare,1000,Right,N,"Pay 3 for +3/+3 and die at EOT, not an equipment Slot: Right [+Life] +3 Battlefield:Celestial Sword|ICE",Y,
Aegis of the Meek,Rare,1000,Right,N,Pay 1 to give a 1/1 +1/+2 until EOT Slot: Right [+Life] +3 Battlefield:Aegis of the Meek|ICE,Y,
Runed Stalactite,Common,1000,Right,N,"Equip 2, +1/+1 and changeling Slot: Right [+Life] +2 Battlefield:Runed Stalactite|LRW",Y,
Sword of the Ur-Dragon,Rare,1000,Right,N,"Equip 4, costs 1 less per color of target, +2/+2 and hexproof from monocolor Slot: Right Battlefield:Dragonfire Blade|TDM",Y,
Tawnos's Wand,Common,1000,Right,N,"Pay 2, creature with power 2 or less unblockable for a turn Slot: Right [+Life] +3 Battlefield:Tawnos's Wand|ME4",Y,
Spy Kit,Uncommon,1000,Right,N,"Equip 2, +1/+1 and gain every name Slot: Right [+Life] +2 Battlefield:Spy Kit|CN2",Y,
Shield of the Righteous,Uncommon,1000,Right,N,"Equip 2, +0/+2 and vigilance, stun on block Slot: Right [+Life] +4 Battlefield:Shield of the Righteous|ARB",Y,
Short Sword,Common,1000,Right,N,"Equip 1, +1/+1. Slot: Right [+Life] +3 Battlefield:Short Sword|DOM",Y,
Steelclaw Lance,Uncommon,1000,Right,N,"Equip 3 or equip knight 1, +2/+2 Slot: Right [+Life] +2 Battlefield:Steelclaw Lance|ELD",Y,
Starforged Sword,Uncommon,1000,Right,N,"Equip 3, +3/+3 and lose flying Slot: Right [+Life] +3 Battlefield:Starforged Sword|BLB",Y,
Kor Halberd,Common,1000,Right,N,"Equip 1, +1/+1 and vigilance Slot: Right Battlefield:Kor Halberd|MOM",Y,
Trusty Machete,Uncommon,1000,Right,N,"Equip 2, +2/+1 Slot: Right [+Life] +2 Battlefield:Trusty Machete|ZEN",Y,
Ceremonial Knife,Common,1000,Right,N,"Equip 2, +1/+0 and blood on hit Slot: Right [+Life] +2 Battlefield:Ceremonial Knife|VOW",Y,
Blight Sickle,Common,1000,Right,N,"Equip 2, +1/+0 and wither Slot: Right Battlefield:Blight Sickle|SHM",Y,
Goldvein Pick,Common,1000,Right,N,"Equip 1, +1/+1 and Treasure on hit Slot: Right Battlefield:Goldvein Pick|KHM Starting hand: -1",Y,
Enormous Energy Blade,Uncommon,1000,Right,N,"Equip 2, +4/+0 but tap on equip Slot: Right Battlefield:Enormous Energy Blade|NEO",Y,
Angelic Armaments,Uncommon,1000,Right,N,"Equip 4, +2/+2 and flying and become an angel Slot: Right [+Life] +4 Battlefield:Angelic Armaments|AVR",Y,
Brawler's Cestus,Uncommon,1000,Right,N,"Equip 4, +2/+2 and trample Slot: Right [+Life] +4 Battlefield:Brawler's Plate|ORI",Y,
Shield of Kaldra,Rare,1000,Right,N,"Equip 4, gives and is indestructible Slot: Right Battlefield:Shield of Kaldra|DST",Y,
Jousting Lance,Common,1000,Right,N,"Equip 3, +2/+0 and first strike on your turn Slot: Right [+Life] +2 Battlefield:Jousting Lance|DOM",Y,
Fblthp's Lost Fishing Pole,Uncommon,1000,Right,N,"Equip 2, creature can pay 1 and tap to then untap for a 1/1 fish Slot: Right [+Life] +2 Battlefield:Fishing Pole|FDN",Y,
Ramosian Greatsword,Uncommon,1000,Right,N,"Equip 2, +3/+1 and trample Slot: Right Battlefield:Ramosian Greatsword|MOM",Y,
Ring of Xathrid,Uncommon,5000,Right,N,"Equip 1, pay 2 to regenerate and a +1/+1 each upkeep if black Slot: Right [+Life] -3 Battlefield:Ring of Xathrid|M13",Y,
Hoversail Glove,Common,1000,Right,N,"Equip 2, flying Slot: Right Battlefield:Neurok Hoversail|MRD",Y,
Petrified Head,Uncommon,1000,Right,N,"Equip 2, deathtouch Slot: Right [+Life] +2 Battlefield:Gorgon's Head|BNG",Y,
Bespoke Gauntlet,Common,1000,Right,N,"Equip 2, +2/+0, auto-attaches if 2 nontoken permanents entered Slot: Right [+Life] +2 Battlefield:Bespoke Battlegarb|WOE",Y,
Ring of Dragon Blood,Uncommon,1000,Right,N,Pay 3 and tap for a +1/+1 counter Slot: Right [+Life] +3 Battlefield:Dragon Blood|USG,Y,
Ring of Thune,Uncommon,5000,Right,N,"Equip 1, vigilance and a +1/+1 each upkeep if white Slot: Right [+Life] -3 Battlefield:Ring of Thune|M13",Y,
Ring of Valkas,Uncommon,5000,Right,N,"Equip 1, haste and a +1/+1 each upkeep if red Slot: Right [+Life] -3 Battlefield:Ring of Valkas|M13",Y,
Pirate Hat in Hand,Common,1000,Right,N,"Equip 2 or Equip Pirate 1, +1/+1 and loot on attack Slot: Right Battlefield:Pirate Hat|LCI",Y,
Witches' Eye,Uncommon,1000,Right,N,"Equip 1, equipped creature can pay 1 and tap to scry 1 Slot: Right [+Life] +2 Battlefield:Witches' Eye|THS",Y,
Draconian Cylix,Rare,1000,Right,N,"Pay 2, random discard, and tap to regenerate Slot: Right [+Life] +3 Battlefield:Draconian Cylix|FEM",Y,
Adventuring Gear,Common,1000,Right,N,"Equip 1, +2/+2 per landfall Slot: Right Battlefield:Adventuring Gear|ZEN",Y,
Ring of Kalonia,Uncommon,5000,Right,N,"Equip 1, trample and a +1/+1 each upkeep if green Slot: Right [+Life] -3 Battlefield:Ring of Kalonia|M13",Y,
Ring of Evos Isle,Uncommon,5000,Right,N,"Equip 1, pay 2 for hexproof and a +1/+1 each upkeep if blue Slot: Right [+Life] -3 Battlefield:Ring of Evos Isle|M13",Y,
Siren Song Lyre,Uncommon,1000,Right,N,"Equip 2, equipped creature can pay 2 to tap a creature Slot: Right [+Life] +4 Battlefield:Siren Song Lyre|BNG",Y,
Spidersilk Glove,Common,500,Right,N,"Equip 2, +0/+2 and reach Slot: Right [+Life] +2 Battlefield:Spidersilk Net|DTK",Y,
Spidersilk Helm,Common,1000,Neck,N,Your creatures get +0/+1 and reach. Slot: Neck [+Life] -3 Battlefield:Spidersilk Armor|DDG,Y,
Full Moon Necklace,Uncommon,1000,Neck,N,Wolves and Werewolves get +1/+1 and trample. Slot: Neck Battlefield:Howlpack Resurgence,Y,
Strider Reins,Common,1000,Right,N,"Equip 1, +1/+1 and haste Slot: Right Battlefield:Strider Harness|RIX",Y,
Truth Butcher's Armor,Common,1000,Body,N,Huge hand size boost for huge life penalty Slot: Body [+Life] -10 Starting hand: 4,Y,
Flaming Armor,Uncommon,3000,Body,N,Lowers foe's starting health. Slot: Body Gives Opponent: [+Life] -8,Y,
Armor of Ramunap,Uncommon,1000,Body,N,"Taps for C or R for 1 life; 2RR, T, sac a desert to burn opp 2 Slot: Body Battlefield:Ramunap Ruins|HOU Starting hand: -1",Y,
Crucible Armor,Rare,1000,Body,N,"Taps for C or 1, T to store, remove storage later for any color for dragons/dragon abilities Slot: Body Battlefield:Crucible of the Spirit Dragon|FRF Starting hand: -1",Y,
Blessed Armor,Uncommon,3000,Body,N,"A powerful life boost, but boosts your foe as well. Slot: Body [+Life] +15 Gives Opponent: [+Life] +5",Y,
Nomad Armor,Uncommon,1000,Body,N,"Adds W for 1 life or W, T, sac, gain 4 life Slot: Body Battlefield:Nomad Stadium|ODY Starting hand: -1",Y,
Forbidden Robes,Uncommon,3000,Body,N,Two extra cards at the cost of life Slot: Body [+Life] -7 Starting hand: 2,Y,
Cabal Armor,Uncommon,1000,Body,N,"Adds B for 1 life or B, T, sac, give -2/-2 Slot: Body Battlefield:Cabal Pit|ODY Starting hand: -1",Y,
Armor of Ifnir,Uncommon,1000,Body,N,"Taps for C or B for 1 life; 2BB, T, sac a desert for 2 -1/-1 counters at sorcery speed Slot: Body Battlefield:Ifnir Deadlands|HOU Starting hand: -1",Y,
Crystalline Armor,Rare,1000,Body,N,"Taps for C or 5, T for WUBRG Slot: Body [+Life] -5 Battlefield:Crystal Quarry|ODY",Y,
Centaur Armor,Uncommon,1000,Body,N,"Adds G for 1 life or G, T, sac, give +3/+3 Slot: Body Battlefield:Centaur Garden|ODY Starting hand: -1",Y,
Oracle's Robes,Rare,1000,Body,N,"Taps for C or 1, T to filter or tap for a +1/+1 counter if you've cast an inst/sorc Slot: Body Battlefield:Hall of Oracles|STX Starting hand: -1",Y,
Nivix Vest,Uncommon,1000,Body,N,"Taps for C or 2UR, T to impulse draw an instant/sorc Slot: Body [+Life] +4 Battlefield:Nivix, Aerie of the Firemind|GPT Starting hand: -1",Y,
Rancher's Garb,Uncommon,1000,Body,N,"Taps for C or any color for a Mount, 3 and T to look at top and draw if a mount Slot: Body [+Life] +3 Battlefield:Bucolic Ranch|OTJ Starting hand: -1",Y,
Steel Armor,Common,1000,Body,N,Basic life boost Slot: Body [+Life] +4,Y,
Armor of Ipnu,Uncommon,1000,Body,N,"Taps for C or U for 1 life; 1U, T, sac a desert to mill someone four Slot: Body Battlefield:Ipnu Rivulet|HOU Starting hand: -1",Y,
Heavy Armor,Uncommon,3000,Body,N,An amazing life boost but opponent's permanents enter untapped. Slot: Body [+Life] +15 Gives Opponent: Battlefield:Amulet of Vigor|WWK,Y,
Liliana's Veil,Uncommon,1000,Neck,N,"At each end step, create a 2/2 zombie if you played a walker. Slot: Neck Battlefield:Oath of Liliana",Y,
Armor of the First,Rare,1000,Body,N,"Taps for C or any color for a Sliver, 5 and tap for a 1/1 sliver token if you control a sliver Slot: Body [+Life] -5 Battlefield:Sliver Hive|M15",Y,
Barbarian Armor,Uncommon,1000,Body,N,"Adds R for 1 life or R, T, sac, ping for 2 Slot: Body Battlefield:Barbarian Ring|ODY Starting hand: -1",Y,
Librarian's Robes,Rare,1000,Body,N,"Taps for C or 2, T to look at top and draw if inst/sorc if hand size 0 or 7 Slot: Body [+Life] +2 Battlefield:The Biblioplex|STX Starting hand: -1",Y,
Sanctuary Armor,Rare,1000,Body,N,"Adds C or 2, T: Put a +1/+1 counter on a Bird, Cat, Dog, Goat, Ox, or Snake. Slot: Body [+Life] -5 Battlefield:Animal Sanctuary|M21",Y,
Glacial Armor,Uncommon,1000,Body,N,"Taps for Snow or 4S, T, Sac for 4 damage to a creature Slot: Body [+Life] +4 Battlefield:Mouth of Ronom|CSP Starting hand: -1",Y,
Fblthp's Lost Shirt,Rare,1000,Body,N,"Taps for C or 4, T to remove an attacker Slot: Body Battlefield:Mystifying Maze|M11 Starting hand: -1",Y,
Armor of Urami,Rare,1000,Body,N,"Taps for B but lose 1 unless you have an ogre, 2BB, T, Sac all your lands: make a 5/5 flying demon Slot: Body [+Life] -6 Battlefield:Tomb of Urami|SOK",Y,
Mithril Armor,Common,1500,Body,N,Solid life boost Slot: Body [+Life] +8,Y,
Cloak of the Wastes,Common,3000,Body,N,"Gives a colorless land, but -1 hand size Slot: Body Battlefield:Wastes|OGW Starting hand: -1",Y,
Meadow Outfit,Common,7500,Body,N,"Taps for W. -5 life, -1 hand size. Slot: Body [+Life] -5 Battlefield:Drifting Meadow|DMR Starting hand: -1",Y,
Isle Shirt,Common,7500,Body,N,"Taps for U. -5 life, -1 hand size. Slot: Body [+Life] -5 Battlefield:Remote Isle|DMR Starting hand: -1",Y,
Mire Leather,Common,7500,Body,N,"Taps for B. -5 life, -1 hand size. Slot: Body [+Life] -5 Battlefield:Polluted Mire|DMR Starting hand: -1",Y,
Smoldering Cloak,Common,7500,Body,N,"Taps for R. -5 life, -1 hand size. Slot: Body [+Life] -5 Battlefield:Smoldering Crater|DMR Starting hand: -1",Y,
Karst Shawl,Common,7500,Body,N,"Taps for G. -5 life, -1 hand size. Slot: Body [+Life] -5 Battlefield:Slippery Karst|DMR Starting hand: -1",Y,
Token of Bounty,Mythic,30000,Token,N,"Grants a token in a special slot with 2, T, sac: Gain 3 life. Slot: Token Battlefield:c_a_food_sac",Y,
Token of Investigation,Mythic,70000,Token,N,"Grants a token in a special slot with 2, sac: Draw a card. Slot: Token Battlefield:c_a_clue_draw",Y,
Token of Blood,Mythic,50000,Token,N,"Grants a token in a special slot with 1, T, sac: Discard, then draw. Slot: Token Battlefield:c_a_blood_draw",Y,
Token of Violence,Mythic,40000,Token,N,"Grants a token in a special slot with equip 1: 1, T, sac: ping for 2 Slot: Token Battlefield:rock",Y,
Token of Exploration,Mythic,50000,Token,N,"Grants a token in a special slot with 1, T, sac: Explore. Slot: Token Battlefield:c_a_map_sac_explore",Y,
Phelddagrif Plate,Common,1000,Body,N,Opponent gets a 2/2 hippo; you get a card and some life Slot: Body [+Life] +8 Starting hand: 1 Gives Opponent: Battlefield:Pygmy Hippo|VIS,Y,
